file_name,Корреспондент (Отправитель),Дата письма,Номер письма (Reference),Адресат (Получатель),Подписант (Подпись),Доп. информация
00089_L.tif,HENRIQUES Joan,,00089,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: HENRIQUES Joan"
00096_L.tif,HUMBERT Antoine,28/08/06 (Enouville),00096,"Quotidien ""LE PAIN""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: HUMBERT Antoine"
00091_L.tif,HENRIQUES Joan,25/07/06 (Melshein),00091,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: HENRIQUES Joan"
00090_L.tif,M. Patrice OLRY,23/07/06 (Kirschnaumen),00090,LES 3 SUIFS,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: OLRY Patrice"
00099_L.tif,Gendron Muriel,01/08/06 (Pérouse),00099,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: GENDRON Muriel"
00097_L.tif,HENRIQUES Joan,28/07/06 (Melsheim),00097,ASSEDIC-Assurance Chomage,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: HENRIQUES Joan"
00100_L.tif,BIANCO Jocelyne,03/08/06 (Marspich),00100,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: BIANCO Jocelyne"
00102_L.tif,POLLET Patrice,10/08/06 (Talence),00102,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: POLLET Patrice"
00101_L.tif,Mme Odile SEBASTIEN,04/08/06 (Pontarlier),00101,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: SEBASTIEN Odile"
00098_L.tif,Mme Odile SEBASTIEN,03/08/06 (Pontarlier),00098,FRANCE TELEPHONE,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: SEBASTIEN Odile"
00103_L.tif,Séverine Coudert,21/06/06,00103,Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: COUDERT Severine"
00106_L.tif,Mr Joël ARMAND,20/08/06 (BONSON),00106,le Responsable de l'Agence,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: ARMAND Joel"
00107_L.tif,Lionel REGENT,21/08/06,00107,Trésorerie des Impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: REGENT Lionel"
00104_L.tif,MAROLLEAU Yvette,,00104,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: MAROLLEAU Yvette"
00105_L.tif,Laurence Brice,21/08/06 (Joigny),00105,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: BRICE Laurence"
00110_L.tif,Martineau Robert,19/08/06,00110,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: MARTINEAU Robert"
00108_L.tif,Henri GRIMAL,,00108,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: GRIMAL Henri"
00115_L.tif,Mme Mérand Danièle,12/08/06 (orschwihr),00115,,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: MERAND Daniele"
00112_L.tif,PAUL Isabelle,17/08/06 (GRAND CHARMONT),00112,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PAUL Isabelle"
00113_L.tif,Mr PERRAUD Stéphane,15/08/06 (OTTROTT),00113,Sépa FR téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PERRAUD Stephane"
00116_L.tif,Mme ALLANIC Catherine,08/08/06 (Eircheville),00116,Sépa FR téléphonie,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: ALLANIC Catherine"
00111_L.tif,Reneu Noémie,17/08/06 (Flavigny),00111,,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: RENOU Noemie"
00114_L.tif,JUSTIME Justine,15/08/06 (Luneville),00114,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: JUSTINE Justine"
00109_L.tif,Madame FRADET Mireille,21/08/06 (Monswiller),00109,Monsieur le directeur,,"Сценарий: Закрытие счёта, Автор: FRADET Mireille"
00124_L.tif,Mme Camille GOMIS,08/08/06 (Allain),00124,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: GOMIS Camille"
00122_L.tif,Erwan SOUSA,18/08/06 (Weitbruck),00122,"Bimestriel ""Charité Beiste""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: SOUSA Erwan"
00123_L.tif,,10/08/06 (Allain),00123,Service des réclamations\nBof Telecom,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: GOMIS Camille"
00117_L.tif,Vanel Myriam,03/08/06 (Nogent s/Marne),00117,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: VANEL Myriam"
00121_L.tif,Franck PONS,,00121,Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: PONS Franck"
00120_L.tif,Hakim NICOT,11/08/06 (Ilvange),00120,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: NICOT Hakim"
00118_L.tif,Mme Odile SEBASTIEN,18/08/06 (Pontarlier),00118,Trésorerie des Impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: SEBASTIEN Odile"
00119_L.tif,RICHARD Patricia,17/08/06,00119,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: RICHARD Patricia"
00135_L.tif,Bane Corinne,23/08/06 (Colmey),00135,"Mensuel ""Fleurs et Merguez""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: BARRE Corinne"
00136_L.tif,AUPETIT Florence,24/08/06 (Selongey),00136,BOF Telecom,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: AUPETIT Florence"
00126_L.tif,SALHI Isabelle,21/08/06 (Gripport),00126,"Hebdomadaire ""Top Coule!""","[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: SALHI Isabelle"
00131_L.tif,DAGLET Alexis,,00131,CAF. CAISSE D'ALLOCATIONS\n¤{FAMILLIALES/FAMILIALES}¤,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DAGUET Alexis"
00129_L.tif,Claire LEMAITRE,22/08/06 (Donjeux),00129,NAIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: LEMAITRE Claire"
00140_L.tif,DAGUET ALEXIS,,00140,¤{TRESORIE/TRESORERIE}¤ DES IMPOTS,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: DAGUET Alexis"
00130_L.tif,Laurence Brice,22/08/06 (Munster),00130,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: BRICE Laurence"
00139_L.tif,Laurence Brice,26/08/06 (Munster),00139,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: BRICE Laurence"
